CustomerId,FirstName,LastName,CountryCode,City,BirthDate
1,Yolanda,Wagner,BE,Brussels,02/24/1969
2,Arnold,Harmon,GB,London,11/01/1943
3,Minh,Casey,IE,Limerick,11/24/1975
4,Russell,McIntyre,PT,Braga,08/05/1991
5,Angelina,Santiago,GB,London,08/22/1976
6,Sabrina,Conway,GB,Birmingham,06/25/1962
7,Jacqueline,Zimmerman,BE,Brussels,05/04/2001
8,Dewey,Francis,GB,Liverpool,01/10/1956
9,Haley,McDowell,BE,Brussels,04/25/1986
10,Brittany,Tate,GB,Liverpool,04/07/1989
11,Dario,Morse,PT,Porto,06/02/1966
12,Josh,Conrad,GB,Liverpool,10/18/1982
13,Coleman,Rios,GB,Birmingham,01/17/1950
14,Shari,Nieves,GB,Liverpool,05/04/1982
15,Keri,Reyes,GB,London,02/09/1994
16,Lacy,Cross,BE,Antwerp,04/03/1997
17,Willie,Bonner,GB,Liverpool,08/02/1949
18,Silvia,Justice,GB,Liverpool,02/03/1965
19,Jody,Vinson,BE,Brussels,04/06/1960
20,Clifford,Kent,GB,Liverpool,11/14/1989
21,Rafael,Garner,PT,Lisbon,08/27/1948
22,Leigh,Lott,PT,Lisbon,03/12/1962
23,Jean,Burgess,GB,London,03/14/1999
24,Andrew,Schwartz,BE,Brussels,10/20/1995
25,Reyna,Hogan,FR,Paris,01/11/1992
26,Abby,Dominguez,GB,London,03/26/1967
27,Tristan,Salas,IE,Tralee,02/02/1989
28,Bill,Wells,GB,London,06/22/1993
29,Antony,Lowe,GB,Liverpool,04/02/1949
30,Hershel,Rodriguez,PT,Porto,11/02/1955
31,Valeria,Phillips,BE,Brussels,05/10/1981
32,Jeffery,Daniel,GB,London,05/07/1968
33,Dolly,Rodriguez,PT,Braga,02/25/1994
34,Josef,Mitchell,IE,Tralee,07/23/1996
35,Tristan,Merritt,PT,Braga,05/18/2000
36,Jan,Copeland,GB,Liverpool,02/06/1968
37,Kaye,Freeman,PT,Lisbon,08/04/1979
38,Salvador,Nieves,GB,Manchester,08/27/1969
39,Harrison,Lindsay,PT,Porto,10/07/1965
40,Dillon,Hurley,GB,London,07/11/1974
41,Horacio,Alvarez,PT,Lisbon,03/27/1961
42,Joshua,Howe,GB,Manchester,08/21/1978
43,Chi,Barry,PT,Lisbon,06/27/1998
44,Janet,Greer,GB,London,04/17/1999
45,Kelly,McGuire,GB,Liverpool,04/14/1975
46,Kathy,Garcia,GB,Liverpool,02/11/1961
47,Erich,Melendez,PT,Porto,09/14/1972
48,Grant,Pope,PT,Lisbon,09/19/1956
49,Carla,Cross,PT,Lisbon,08/17/1984
50,Louise,Whitney,PT,Lisbon,10/12/1955
51,Aurelio,Crosby,BE,Brussels,06/05/1987
52,Jewell,Frazier,PT,Lisbon,06/11/1965
53,Jonathon,Padilla,IE,Tralee,07/04/2002
54,Linda,Rogers,IE,Tralee,06/06/1960
55,Gayle,Michael,GB,London,04/23/2002
56,Thomas,Booker,PT,Lisbon,07/11/1949
57,Cheryl,Morse,BE,Antwerp,04/02/1991
58,Janell,Chaney,PT,Braga,10/26/1942
59,Rhonda,Mooney,FR,Paris,11/18/1993
60,Glenna,Bishop,BE,Brussels,11/03/1956
61,Scotty,Harrison,PT,Lisbon,09/09/1994
62,Everett,Bender,PT,Lisbon,07/16/1949
63,Jerald,Black,PT,Lisbon,02/23/1942
64,Rena,Graves,PT,Lisbon,03/05/1983
65,Rebekah,McGowan,PT,Lisbon,04/22/1978
66,Karl,Dean,GB,London,07/22/1957
67,Lorna,Knight,GB,London,03/21/2000
68,Lacy,Guy,BE,Brussels,10/03/1955
69,Madelyn,Carrillo,FR,Paris,05/16/1971
70,Porter,Pace,PT,Porto,01/17/1984
71,Shelby,Ferrell,PT,Lisbon,11/02/1957
72,Marta,Parsons,BE,Brussels,02/25/1991
73,Quentin,Lara,BE,Brussels,08/14/1948
74,Kasey,Owen,BE,Brussels,10/25/1942
75,Maxwell,Walter,BE,Brussels,05/26/1994
76,Terrie,Cruz,PT,Lisbon,03/12/1951
77,Dolly,Boyer,BE,Antwerp,09/17/1969
78,Chet,Knowles,IE,Tralee,04/27/1968
79,Caleb,Mullins,BE,Brussels,04/16/1943
80,Krystal,Daniel,GB,London,05/17/1987
81,Deana,Blevins,GB,Liverpool,06/15/1978
82,Pauline,Wilder,GB,Manchester,09/03/1951
83,Victor,Payne,PT,Lisbon,06/05/1999
84,Hazel,Harper,PT,Porto,08/25/1970
85,Jeannine,Cannon,BE,Brussels,09/22/1951
86,Shauna,Talley,GB,Manchester,03/23/1974
87,Bethany,Cherry,GB,London,10/06/1976
88,Angelo,Puckett,BE,Brussels,05/23/1981
89,Dominick,Malone,FR,Paris,09/08/1973
90,Myrna,Love,GB,Liverpool,01/01/1986
91,Filiberto,Tyler,BE,Brussels,08/25/1976
92,Cortez,Thompson,GB,Manchester,01/11/1986
93,Kristy,Chase,PT,Lisbon,06/19/1967
94,Francis,Hurley,PT,Porto,03/13/1986
95,Saul,Lynn,GB,Liverpool,09/18/1988
96,Ray,Dillon,GB,Liverpool,07/09/1976
97,Jamar,Quinn,PT,Lisbon,11/22/1989
98,Tisha,Cobb,IE,Tralee,05/16/1967
99,Marisa,Knapp,PT,Lisbon,05/13/1993
100,Leslie,McClain,PT,Porto,10/16/1987
101,Bernadine,Harper,GB,London,11/21/1950
102,Spencer,Waters,GB,Liverpool,06/23/1967
103,Jayson,Boone,GB,Liverpool,05/09/1991
104,Rosalie,Conrad,GB,London,07/03/1996
105,Beulah,McClure,PT,Lisbon,07/23/1984
106,Kerry,Stout,IE,Limerick,11/22/1944
107,Carla,Thornton,BE,Brussels,11/24/2002
108,Daron,McLaughlin,IE,Limerick,04/09/1948
109,Major,Nixon,PT,Lisbon,09/13/1954
110,Hai,Matthews,PT,Lisbon,08/17/1988
111,Nolan,Boone,IE,Tralee,04/18/2000
112,Ian,Peterson,BE,Brussels,06/13/1949
113,Dominick,Clay,IE,Tralee,09/12/1972
114,Candy,Dickerson,GB,Liverpool,08/20/1958
115,Elvira,Jarvis,GB,London,03/01/1979
116,Benton,Bryan,PT,Porto,01/22/1991
117,Ed,Ray,GB,London,10/25/2000
118,Colton,Frost,GB,Liverpool,02/06/1981
119,Darla,Nieves,PT,Lisbon,02/24/1956
120,Dallas,Potts,GB,Liverpool,09/25/2001
121,Dawn,Mann,GB,Manchester,06/13/1967
122,Donnie,Merritt,BE,Brussels,09/22/1978
123,Joni,Hughes,PT,Porto,11/04/1986
124,Bart,Monroe,IE,Limerick,08/09/1977
125,Francisca,Moore,PT,Porto,09/01/1980
126,Osvaldo,Sanchez,PT,Porto,07/25/1947
127,Sabrina,Oliver,PT,Lisbon,10/07/1961
128,Santos,Johns,PT,Lisbon,03/07/1943
129,Mel,Maldonado,BE,Brussels,08/15/1986
130,Pablo,Alston,PT,Lisbon,01/05/1951
131,Virgil,Marshall,GB,London,03/27/1991
132,Tony,Harding,BE,Brussels,01/09/1960
133,Alyssa,Frederick,BE,Antwerp,06/13/1990
134,Stacy,Rice,PT,Lisbon,07/19/1991
135,Sophia,Barber,GB,London,01/25/1978
136,Clara,Curtis,BE,Brussels,10/07/1966
137,Maxine,Walters,BE,Antwerp,08/17/1990
138,Ed,Stephens,GB,Liverpool,03/26/1944
139,Aimee,Lancaster,BE,Brussels,02/09/1966
140,Ronda,Ayers,BE,Brussels,08/27/1977
141,Burl,McCarthy,BE,Antwerp,06/06/1951
142,Sophia,Hendrix,FR,Paris,04/16/1999
143,Dewey,Wynn,GB,London,05/05/1994
144,Earl,Wynn,GB,Manchester,10/13/2000
145,Emanuel,Michael,PT,Lisbon,09/02/1943
146,Manuela,Poole,FR,Paris,01/20/1950
147,Jefferson,Murphy,PT,Lisbon,07/01/1983
148,Mara,Donovan,GB,Birmingham,08/11/2002
149,Shelby,Paul,PT,Porto,10/18/1958
150,Teresa,Gutierrez,IE,Tralee,01/23/1955
151,Roosevelt,Frazier,PT,Lisbon,03/12/1957
152,Kurt,Collier,IE,Tralee,04/05/1994
153,Antone,Douglas,IE,Limerick,03/27/1962
154,Rosa,Meyer,PT,Porto,01/24/1984
155,Carmine,Payne,BE,Brussels,03/20/1953
156,Ola,Moody,BE,Brussels,10/11/1977
157,Addie,Houston,BE,Brussels,09/06/2000
158,Dino,Wiggins,PT,Braga,02/25/1951
159,Rita,Harris,IE,Tralee,06/13/1943
160,Abe,Glass,PT,Porto,07/17/1961
161,Catherine,Bradford,GB,London,07/20/1980
162,Dalton,Nelson,PT,Braga,11/08/1987
163,Terrence,Estes,PT,Porto,01/16/1943
164,Ken,Burns,GB,Liverpool,06/23/1988
165,Archie,Schmidt,GB,Birmingham,09/07/1979
166,Dorothy,Cherry,BE,Brussels,08/23/1948
167,Jonas,Hays,GB,London,01/16/1961
168,Tad,Watts,PT,Lisbon,07/06/1949
169,Katy,Tucker,PT,Lisbon,03/01/1991
170,Rena,Chan,PT,Porto,07/15/1997
171,Gertrude,Logan,GB,London,04/26/1954
172,Carolina,Wiley,PT,Lisbon,11/19/1998
173,Everett,Morton,PT,Lisbon,09/06/1943
174,Ollie,Colon,GB,London,01/23/1972
175,Jacquelyn,Brady,GB,London,08/22/1972
176,Olga,Webster,BE,Brussels,10/05/1954
177,Virgie,Forbes,PT,Lisbon,07/17/1949
178,Hollie,Conway,GB,Manchester,04/17/1989
